accident_date,aircraft_type,registration,operator,fatalities,location,damage_type
2015-03-05,Let L-410UVP-E20,E7-WDT,Icar Air,0,Ancona-Falconara Airport (AOI),Substantial
2015-03-05,McDonnell Douglas MD-88,N909DL,Delta Air Lines,0,"New York-La Guardia Airport, NY (LGA)",Substantial
2015-03-08,de Havilland Canada DHC-8-402Q Dash 8,VT-SUA,SpiceJet,0,Hubli Airport (HBX),Substantial
2015-03-10,Cessna 208B Super Cargomaster,N12155,Martinaire,0,"Muskegon Airport, MI (MKG)",Substantial
2015-03-12,Raytheon 390 Premier I,G-OOMC,Pool Aviation,0,Blackpool Airport (BLK),Substantial
2015-03-13,Gulfstream G-IV,JA001G,Japan Civil Aviation Bureau,0,over Niigata Airport (KIJ),Minor Damage
2015-03-14,Airbus A330-343,9M-MTA,Malaysia Airlines,0,"Melbourne-Tullamarine Airport, VIC (MEL)",Substantial
2015-03-19,Embraer EMB 145LR,N625AE,American Eagle Airlines,0,"Springfield, Missouri",Substantial
2015-03-19,Boeing 747SP-27,7O-YMN,Yemen Government,0,Aden International Airport (ADE),Write-Off
2015-03-22,ATR 72-500 (72-212A),EC-KGJ,"NAYSA, opb Binter Canarias",0,between Tenerife Norte and Gran Canaria,None (No Damage)
2015-03-23,Airbus A380,,,0,En route,None (No Damage)
2015-03-24,Cessna 208B Supervan 900,N106BZ,Markus Bastuck,0,"Verdigris, OK",Substantial
2015-03-24,Dornier 228-201,IN240,Indian Naval Air Arm,2,"46 km SW off Goa, India",Write-Off
2015-03-24,Airbus A320-211,D-AIPX,Germanwings,150,Prads-Haute-BlÃ©one,Write-Off
2015-03-26,Beechcraft 300 Super King Air 350ER,,Yemen Air Force,0,Sana'a-Al Dalaimi Air Base (SAH),Write-Off
2015-03-26,CASA CN-235M-300,2211,Yemen Air Force,0,Sana'a-Al Dalaimi Air Base (SAH),Write-Off
2015-03-26,Antonov An-2R,UR-62681,Agrotekhservice,2,"Promin, Lutsk district, Volyn region",Write-Off
2015-03-29,Airbus A320-211,C-FTJP,Air Canada,0,"Halifax-Stanfield International Airport, NS (YHZ)",Substantial
2015-03-31,Antonov An-2T,RF-00388,DOSAAF,0,Makhachkala Airport (MCX),Write-Off
,Ilyushin Il-76TD,7O-ADO,Barash Aviation,0,Sana'a International Airport (SAH),Write-Off
2015-04-01,Boeing 737-8AS (WL),EI-DYA,Ryanair,0,Dublin Airport (DUB),Minor Damage
2015-04-01,Boeing 737-8AS (WL),EI-DWE,Ryanair,0,Dublin Airport (DUB),Minor Damage
2015-04-03,Antonov An-74-200,RA-74056,ShAR Inc. Ltd.,0,Barneo Camp Icestrip,Minor Damage
2015-04-03,Beechcraft 300 King Air 350ER,N275BT,Executive AirShare,0,"Wichita-Colonel James Jabara Airport, KS (KAAO)",Write-Off
2015-04-03,Beechcraft 300 King Air 350ER,N958ER,Beechcraft,0,"Wichita-Colonel James Jabara Airport, KS (KAAO)",Write-Off
2015-04-03,Beechcraft 300 King Air 350ER,N957ER,Beechcraft,0,"Wichita-Colonel James Jabara Airport, KS (KAAO)",Write-Off
2015-04-03,Beechcraft 300 King Air 350ER,N5027X,Beechcraft,0,"Wichita-Colonel James Jabara Airport, KS (KAAO)",Write-Off
2015-04-03,Beechcraft 300 King Air 350ER,N5019Q,Beechcraft,0,"Wichita-Colonel James Jabara Airport, KS (KAAO)",Write-Off
2015-04-03,Beechcraft 300 King Air 350ER,N5018S,Beechcraft,0,"Wichita-Colonel James Jabara Airport, KS (KAAO)",Write-Off
2015-04-08,British Aerospace BAe 125-800A,4X-CZO,Arrow Aviation,0,Tel Aviv-Ben Gurion International Airport (TLV),Substantial
2015-04-10,Gulfstream G-IV,N450KK,La Venezolana de Seguros y Vida,0,over Caribbean Sea,Substantial
2015-04-13,Lockheed NC-130F Hercules,148897,United States Marine Corps,0,"Port Hueneme-Point Mugu NAS, CA (NTD)",Write-Off
2015-04-13,Boeing 737-85R,VT-JGA,Jet Airways,0,Khajuraho Airport (HJR),Substantial
2015-04-13,Swearingen SA226-TC Metro II,C-GSKC,Carson Air,2,"11 km N of North Vancouver, BC",Write-Off
2015-04-14,Airbus A320-232,HL7762,Asiana Airlines,0,Hiroshima International Airport (HIJ),Substantial
2015-04-15,Shorts 360-300,N688AN,Air Cargo Carriers,0,"Greer, South Carolina",Substantial
2015-04-16,Fairchild SA227-AC Metro III,N2691W,Key Lime Air,0,"near Rifle-Garfield County Airport, CO (RIL)",Substantial
2015-04-21,Lockheed AC-130J Ghostrider,09-5710,United States Air Force - USAF,0,"76 km S of Valparaiso-Eglin AFB, FL (VPS)",Substantial
2015-04-25,Dassault Falcon 20D,G-FRAK,Cobham Aviation Services,0,37 km S of Portland Bill,Substantial
2015-04-25,Beechcraft 200 Super King Air,YV2803,SATA - Servicio AutÃ³nomo de Transporte AÃ©reo,0,Maracaibo-La Chinita International Airport (MAR),Write-Off
2015-04-25,Airbus A320-232,TC-JPE,THY Turkish Airlines,0,Istanbul-AtatÃ¼rk International Airport (IST),Substantial
2015-04-28,ShinMaywa US-2,9905,Japan Maritime Self Defence Force - JMSDF,0,"40 km NE off Ashizuri Cape, Japan",Substantial
2015-04-28,Canadair CL-600-2C10 Regional Jet CRJ-702ER,7O-FAA,Felix Airways,0,Sana'a International Airport (SAH),Write-Off
2015-04-30,Boeing RC-135V Rivet Joint,64-14848,United States Air Force - USAF,0,"Bellevue-Offutt AFB, NE (OFF)",Substantial
2015-05-02,Boeing 737-330,D-ABEK,Lufthansa,0,Katowice-Pyrzowice Airport (KTW),Substantial
2015-05-04,Bombardier CRJ-900ER,N932LR,"American Eagle, opb Mesa Airlines",0,"Phoenix-Sky Harbor International Airport, AZ (PHX/KPHX)",Substantial
2015-05-04,Ilyushin Il-76TD,7O-ADG,Yemen Air Force,0,Sana'a International Airport (SAH),Write-Off
2015-05-09,British Aerospace BAe-146-300,5A-DKQ,Air Libya,0,Dahra Oilfield,Write-Off
2015-05-09,Airbus A400M Atlas,EC-403,Airbus Industrie,4,ca 4 km NE of Sevilla Airport (SVQ),Write-Off
2015-05-10,Antonov An-2,RF-01159,"DOSAAF, Rostov ATSK",0,"Azov district, Rostov Oblast",Write-Off
2015-05-10,Xian MA60,B-3476,Joy Air,0,Fuzhou Changle International Airport (FOC),Write-Off
2015-05-12,Learjet 35,N80PG,Phoenix Air Group,0,"Newport News/Williamsburg International Airport, VA (PHF)",Substantial
2015-05-16,Beechcraft B200 King Air,N505SP,N505SP LLC,0,"Carlsbad-McClellan-Palomar Airport, CA (CLD)",Substantial
2015-05-16,Antonov An-2R,LY-AET,Klaipedos avialinijos,2,"116 km off Klaipeda, Lithuania [Baltic Sea]",Write-Off
2015-05-18,Antonov An-2R,RA-56528,private,0,"Sanamer, Stavropol Territory",Substantial
2015-05-19,Cessna 208B Grand Caravan,5Y-NKV,Airworks Kenya Ltd,0,Mandeng Airstrip,Substantial
2015-05-20,British Aerospace BAe-125-700A,(N917TF),Unknown,4,off Puerto Colombia,Write-Off
2015-05-23,Airbus A320-212,N334NW,Delta Air Lines,0,"Atlanta, Georgia",None (No Damage)
2015-05-27,Boeing 777-236,G-VIIY,British Airways,0,"Windsor Locks, Connecticut",None (No Damage)
2015-05-30,de Havilland Canada DHC-8-315Q MPA,JA727B,Japan Coast Guard,0,Sendai Airport (SDJ),Substantial
2015-06-02,Swearingen SA226-TC Metro II,XA-UKP,Aeronaves TSM,5,near QuerÃ©taro Airport (QRO),Write-Off
2015-06-04,de Havilland Canada DHC-3T Texas Turbine Otter,N3125N,Alaska Air Taxi,0,"near Skwentna, AK",Substantial
2015-06-08,McDonnell Douglas MD-83,N869GA,Allegiant Air,0,"St. Petersburg-Clearwater Airport, FL (PIE)",None (No Damage)
2015-06-08,Dornier 228-202,CG-791,Indian Coast Guard,3,30 km off Pichavaram,Write-Off
2015-06-10,Bombardier CRJ-900LR,N246LR,Mesa Airlines,0,"McCook, NE",None (No Damage)
2015-06-10,Cessna 525A CitationJet CJ2+,JA021R,Auto Panther,0,Konan Airport (OKS),Substantial
2015-06-11,Hawker 800XP,N497AG,"Swat Technology, LLC",0,Port Harcourt Airport (PHC),Substantial
2015-06-11,Eclipse 500,N508JA,Memly Aviation,0,"Sacramento-Executive Airport, CA (SAC)",Substantial
2015-06-11,de Havilland Canada DHC-6 Twin Otter 300,8Q-MAP,Trans Maldivian Airways,0,Male International Airport (MLE) ?,Substantial
2015-06-11,de Havilland Canada DHC-6 Twin Otter 300,8Q-TMG,Trans Maldivian Airways,0,Male International Airport (MLE) ?,Minor Damage
2015-06-15,Antonov An-2R,RA-84553,Vodoley LLC,0,"Tatsinsky district, Rostov Oblast",Write-Off
2015-06-16,Boeing 737-322 (WL),LY-FLB,SCAT,0,Aktau Airport (SCO),Write-Off
2015-06-17,Boeing 747-451,N664US,Delta Air Lines,0,over China,Substantial
2015-06-19,Antonov An-2R,RA-40646,Vostok Aviakompania,0,"near Kezhma, Kezhemsk district, Krasnoyarsk Territory",Substantial
2015-06-22,Learjet 35A,N640BA,Beta Aire,0,"Grosse Ile Municipal Airport, MI (KONZ)",Substantial
2015-06-25,Antonov An-2,HL1090,Republic of Korea Air Force - ROKAF,0,"Okcheon, North Chungcheong Province",Substantial
2015-06-25,de Havilland Canada DHC-3T Vazar Turbine Otter,N270PA,Promech Air,9,"near Ella Lake, Misty Fjords National Monument, AK",Write-Off
2015-06-28,Airbus A320-212,N335NW,Delta Air Lines,0,"Boston, Massachusetts",None (No Damage)
2015-06-29,Boeing 767-432ER,N825MH,Delta Air Lines,0,"Atlanta, Georgia",None (No Damage)
2015-06-29,Shorts 360-300,N221LM,Transair (Cargo),0,"Kapolei-Kalaeloa Airport, HI (JRF)",Substantial
2015-06-30,Boeing 737-832 (WL),N396DA,Delta Air Lines,0,"Salt Lake City, Utah",None (No Damage)
2015-06-30,Beechcraft C99 Commuter,N6199D,Ameriflight,0,"Salt Lake City International Airport, UT (SLC)",Substantial
2015-06-30,Lockheed C-130B Hercules,A-1310,Tentara Nasional Indonesia-AU (Air Force),122+17,"4,7 km SW of Medan-Soewondo Air Force Base (MES)",Write-Off
2015-06-30,Boeing 767-400,,,0,Berlin-Tegel Airport (TXL/EDDT),Substantial
2015-07-02,de Havilland Canada DHC-6 Twin Otter 300,8Q-MAN,Trans Maldivian Airways,0,"ca 3 km SE off Kuredu Island Resort, Lhaviyani Atoll",Substantial
2015-07-03,Consolidated PBY-6A Catalina,N85U,Flying Fireman,0,"off Orange Beach, AL",Write-Off
2015-07-07,Lockheed C-130H Hercules,79-0478,United States Air Force - USAF,0,Baghdad International Airport (BGW),Substantial
2015-07-07,Cessna 208B Grand Caravan,DU-SD1,Skydive Dubai,0,near Dubai-Skydive Dubai Campus,Write-Off
2015-07-08,Shijiazhuang Y-5B,B-8141,Qiqihar Hexiang General Aviation,0,"Qiqihar, Heilongjiang Province",Write-Off
2015-07-14,Fokker 50,9Q-CJB,Compagnie Africaine d'Aviation - CAA,0,Goma Airport (GOM),Substantial
2015-07-17,Cessna 208B Grand Caravan,SP-WAW,Skydive Warsaw,0,Chrcynno Airfield (EPNC),Substantial
2015-07-17,Canadair CL-215-1A10,1070,Elleniki PolemikÃ­ AeroporÃ­a,0,"near Faraklo, Laconia",Substantial
2015-07-17,Antonov An-12BK,RF-94291,Russian Air Force,0,Chelyabinsk Airport (CEK),Substantial
2015-07-19,Learjet 35A,YV543T,DIPALCA,0,Panama City-Tocumen International Airport (PTY),Substantial
2015-07-19,Airbus A321-231,G-EUXF,British Airways,0,Glasgow International Airport (GLA),Substantial
2015-07-22,Canadair CL-600-2B16 Challenger 601-3A,N613PJ,Paragon Jets,0,"West Palm Beach International Airport, FL (PBI)",Substantial
2015-07-23,Cessna 208 Caravan I,PR-PAZ,Greenpeace Brasil,0,"15 km from Manaus-Eduardo Gomes International Airport, AM (MAO)",Substantial
2015-07-23,IAI 1125 Astra,N765A,Mountain Air Services,0,"Baltimore/Washington International Thurgood Marshall Airport, MD (BWI)",Substantial
2015-07-24,ATR 72-212,XY-AIH,Air Bagan,0,Yangon-Mingaladon Airport (RGN),Substantial
2015-07-27,Embraer C-95BM Bandeirante (EMB-110),2326,ForÃ§a AÃ©rea Brasileira - FAB,0,"Lagoa Santa Air Base, MG (SBLS)",Substantial
2015-07-31,CASA CN-235M-200,FAC-1261,Fuerza AÃ©rea Colombiana,11,near Codazzi,Write-Off
2015-07-31,Embraer EMB-120ER Brasilia,VQ-BBX,RusLine,0,Moskva-Domodedovo Airport (DME),Write-Off
2015-07-31,Embraer EMB-505 Phenom 300,HZ-IBN,Salem Aviation,4,Blackbushe Airport (BBS),Write-Off
2015-08-01,Antonov An-2R,YR-PEG,Aero West,1,Stancuta,Write-Off
2015-08-02,Cessna 208B Grand Caravan EX,N942AC,Air Choice One,0,"Chicago-O'Hare International Airport, IL (ORD)",Substantial
2015-08-05,Cessna 560XL Citation XLS,N560JF,Snow Peak Ventures LLC,0,"Spanish Fork-Springville Airport, UT",Substantial
2015-08-07,Embraer ERJ-175,N204NN,"Compass Airlines, opf American Eagle",0,"South Lake Tahoe, California",None (No Damage)
2015-08-11,Beechcraft B200 King Air,N531SW,Southwest Aircraft Charter,0,"Chandler Municipal airport (KCHD), AZ",Write-Off
2015-08-11,Boeing 737-73V (WL),N561WN,Southwest Airlines,0,"Orlando International Airport, FL (MCO)",Substantial
2015-08-12,Cessna 208B Super Cargomaster,N924FE,Mountain Air Cargo,0,"0,8 km SW off Saba",Substantial
2015-08-15,Airbus A321-231,N564UW,American Airlines,0,"Charlotte-Douglas International Airport, NC (CLT)",Substantial
2015-08-16,Beechcraft A100 King Air,C-FDOR,Maritime Air Charter,0,"Margaree Airport, NS",Substantial
2015-08-16,Rockwell Sabreliner 60SC,N442RM,"U.S. Department of Defense, lsf BAE Systems",4+1,"1,6 km NE of San Diego-Brown Field Municipal Airport, CA (SDM)",Write-Off
2015-08-16,ATR 42-300,PK-YRN,Trigana Air Service,54,"16,7 km NW of Oksibil Airport (OKL)",Write-Off
2015-08-17,Beechcraft 99 Airliner,N128SF,Hummingbird Air,0,"Codrington Airport, Barbuda (BBQ)",Substantial
2015-08-19,Boeing 737-3M8 (WL),OO-LTM,"Korongo Airlines, lsf Brussels Airlines",0,Mbuji-Mayi Airport (MJM),Substantial
2015-08-20,Let L-410UVP,OM-ODQ,Dubnica Air,4+3,CervenÃ½ Kamen,Write-Off
2015-08-20,Let L-410MA,OM-SAB,Dubnica Air,3+4,CervenÃ½ Kamen,Write-Off
2015-08-21,Eclipse 500,N120EA,UF Equipment LLC,0,"Danbury Airport, CT (DXR)",Substantial
2015-08-23,Boeing 737-7H4 (WL),N232WN,Southwest Airlines,0,"Oakland International Airport, CA (OAK/KOAK)",None (No Damage)
2015-08-26,Cessna S550 Citation S/II,YV3125,Unknown,0,Charallave-Ãscar Machado Zuloaga Airport (SVCS),Substantial
2015-08-27,Lockheed CP-140 Aurora,140103,Royal Canadian Air Force - RCAF,0,"Greenwood Canadian Forces Base, NS (YZX)",Substantial
2015-08-27,Cessna 750 Citation X,XA-KYE,Unknown,0,Toluca Airport (TLC),Substantial
2015-08-28,Dassault Falcon 2000,N187AA,Anton Air LLC,0,"Las Vegas-McCarran International Airport, NV (LAS)",Minor Damage
2015-08-28,Boeing 737-3Q8 (BDSF),PK-BBY,Cardig Air,0,Wamena Airport (WMX),Substantial
2015-08-28,Viking Air DHC-6 Twin Otter 400,JA201D,First Flying,0,Aguni Airport (AGJ),Substantial
2015-08-29,Dornier 228-212,NAF030,Nigerian Air Force - NAF,7,Kaduna,Write-Off
2015-08-31,Antonov An-30D,RA-30007,Lukiaviatrans,0,Keperveyem Airport (UHMK),Substantial
2015-09-01,Fairchild SA227-DC Metro 23,VH-HPE,Toll Aviation,0,"Thangool Airport, QLD (THG)",Substantial
2015-09-01,Beechcraft 300 Super King Air,N300PP,Handel- en Exploitatiemaatschappij Ruygrok,0,Rotterdam/The Hague Airport (RTM/EHRD),Substantial
2015-09-02,Beechcraft B200 King Air,VH-FDB,Royal Flying Doctor Service,0,"Barcaldine Airport, QLD (BCI)",Substantial
2015-09-03,Cessna 550B Citation Bravo,OE-GLG,Jet24,0,Wien-Schwechat International Airport (VIE),Substantial
2015-09-05,Boeing 737-8FB (WL),3C-LLY,Ceiba International,0,ESE of Tambacounda,Minor Damage
2015-09-05,British Aerospace BAe-125-700A,6V-AIM,Senegalair,7,"110 km W off Dakar, Senegal",Aircraft Missing
2015-09-06,Antonov An-2TD,D-FWJK,FSC Halle-Oppin,0,Merseburg Airport,Substantial
2015-09-06,de Havilland Canada DHC-6 Twin Otter 200,N181CS,Rampart Aviation,0,"Louisburg-North Raleigh Airport, NC",Substantial
2015-09-08,Boeing 777-236ER,G-VIIO,British Airways,0,"Las Vegas-McCarran International Airport, NV (LAS)",Substantial
2015-09-13,Airbus A380-861,A6-EEA,Emirates,0,near Dubai Airport,None (No Damage)
2015-09-15,de Havilland Canada DHC-3T Texas Turbine Otter,N928RK,Rainbow King Lodge,3,"0,6 km N of Iliamna-East Wind Lake Seaplane Base, AK",Substantial
2015-09-16,Antonov An-2R,RA-35141,Yenisei Airline,0,60 km NE of Bratsk,Substantial
2015-09-19,Airbus A321-211,D-ABCK,Air Berlin,0,DÃ¼sseldorf International Airport (DUS/EDDL),Substantial
2015-09-21,de Havilland Canada DHC-6 Twin Otter 300,8Q-TME,Trans Maldivian Airways,0,Lhaviyani Kanifushi lagoon,Unknown
2015-09-25,Cessna 550 Citation Bravo,VH-FGK,Yulgilbar Pastoral Co Pty Ltd,0,"Lismore Airport, NSW (LSY)",Substantial
2015-09-25,Curtiss C-46A-45-CU Commando,C-GTXW,Buffalo Airways,0,"DÃ©line Airport, NT (YWJ)",Substantial
2015-09-27,Cessna 550 Citation II,N622PG,Private,0,"Sarasota-Bradenton International Airport, FL (SRQ)",Substantial
2015-09-30,de Havilland Canada DHC-8-402Q Dash 8,LX-LGH,Luxair,0,SaarbrÃ¼cken-Ensheim Airport (SCN/EDDR),Substantial
2015-10-01,Airbus A319-115,N9026C,American Airlines,0,Near Nassau,None (No Damage)
2015-10-02,Lockheed C-130J-30 Super Hercules,08-3174,United States Air Force - USAF,11+3,Jalalabad Airport (JAA),Write-Off
2015-10-02,de Havilland Canada DHC-6 Twin Otter 300,PK-BRM,Aviastar Mandiri,10,"Bajaja Mount, District of Luwu, South Sulawesi",Write-Off
2015-10-02,de Havilland Canada DHC-6 Twin Otter 200,DU-SD4,Skydive Dubai,0,Dubai-Palm Drop Zone Airstrip,Substantial
2015-10-03,Beechcraft B200 Super King Air,G-BYCP,London Executive Aviation,2,"near Chigwell, Essex",Write-Off
2015-10-06,British Aerospace BAe-146-300,9G-SBB,Starbow,0,Tamale Airport (TML),Substantial
2015-10-09,Boeing 737-3H4 (WL),N383SW,Southwest Airlines,0,"Pound Ridge, New York",None (No Damage)
2015-10-12,Cessna 208B Grand Caravan,YA22382,Afghan Air Force,2,Bamyan Province,Write-Off
2015-10-12,Airbus A300B4-203 (F),SU-BMZ,Tristar Air,0,near Afgooye,Write-Off
2015-10-14,Cessna 208B Grand Caravan,PR-MIC,Microsurvey AerogeofÃ­sica e Consultoria Cientifica,3,"3,6 km NW of Yumbillo",Write-Off
2015-10-15,Boeing 747-3B3,EP-MNE,Mahan Air,0,near Tehran-Mehrabad Airport (THR),Substantial
2015-10-19,Learjet 35A,LV-ZSZ,Top Air SA,0,"San Fernando Airport, BA",Write-Off
2015-10-21,Boeing 757-223 (WL),N183AN,American Airlines,0,"Dallas/Fort Worth International Airport, TX (DFW/KDFW)",None (No Damage)
2015-10-22,de Havilland Canada DHC-7-102,C-GGUL,Voyageur Airways,0,Eindhoven Airport (EIN),Unknown
2015-10-22,Learjet 31A,XB-GYB,Grupo Constructor Plata,4,ca 4 km W of Apaseo el Alto,Write-Off
2015-10-23,Boeing 737-3K2,OB-2040-P,Peruvian Airlines,0,Cuzco-Velazco Astete Airport (CUZ),Substantial
2015-10-24,Boeing 737-924ER,N69838,United Airlines,0,"over Plevna, Kansas",None (No Damage)
2015-10-25,Sukhoi Superjet 100-95B,XA-PBA,Interjet,0,Mexico City-Benito JuÃ¡rez International Airport (MEX),Substantial
2015-10-26,Boeing 737-4L7,ZS-OAA,"British Airways, opb Comair",0,Johannesburg-O.R. Tambo International Airport (JNB),Substantial
2015-10-28,Dornier 328 ?,,Unknown,,Afgoye District,Unknown
2015-10-29,Bombardier BD-100-1A10 Challenger 300,N334AF,Arcadia Leasing,0,"La Crosse Municipal Airport, WI (LSE)",Substantial
2015-10-29,Boeing 767-269ER,N251MY,Dynamic International Airways,0,"Fort Lauderdale International Airport, FL (FLL)",Substantial
2015-10-31,Airbus A321-231,EI-ETJ,Metrojet,224,"ca 50 km SE of Hasna, North Sinai",Write-Off
,Hawker Siddeley HS-125-600A,N20FM,private,0,near Las Mercedes del Llano,Write-Off
2015-11-01,Grumman G-159 Gulfstream I,9Q-CNP,Malu Aviation,0,Kinshasa-N'Djili Airport (FIH),Substantial
2015-11-02,Cessna 208B Grand Caravan,N732MD,Air Choice One,0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",Substantial
2015-11-02,Fokker F-27 Friendship 400M,6W-STF,Senegalese Air Force,0,2 km from KoussanÃ©,Substantial
2015-11-03,Boeing 737-4H6,AP-BJO,Shaheen Air International,0,Lahore-Allama Iqbal International Airport (LHE),Substantial
2015-11-04,Antonov An-12BK,EY-406,"Allied Services Limited, lsf Asia Airways",41,"0,8 km E of Juba Airport (JUB)",Write-Off
2015-11-06,Cessna 525 CitationJet,N525DY,Execuflight,0,"near Monroe County Airport, AL (MVC)",Substantial
2015-11-07,Boeing 787-9 Dreamliner,N27958,United Airlines,0,"Beaumont, Texas",None (No Damage)
2015-11-07,Beechcraft B300 King Air 350,NA-302,National Airborne Service Corps - NASC,0,Taichung-Ching Chuan Kang Airport (RMQ),Substantial
2015-11-08,Beechcraft 99 Airliner,N7994R,Hummingbird Air,0,Saint Lucia-George F. L. Charles Airport (SLU),Unknown
2015-11-10,Cessna 650 Citation VII,PT-WQH,Banco Bradesco,4,"near Guarda-Mor, MG",Write-Off
2015-11-10,British Aerospace BAe-125-700A,N237WR,Execuflight,9,"3,2 km NE of Akron-Fulton International Airport, OH (AKC)",Write-Off
2015-11-10,Hawker Siddeley HS-780 Andover C.1,TL-AEW,"United Nations WFP, lsf Westwind Aviation",0,near Malakal Airport (MAK),Write-Off
2015-11-11,Cessna 208B Grand Caravan,N617ST,SarTec Corp.,0,"Grand Forks Airport, ND (GFK)",Substantial
2015-11-13,Xian MA60,RDPL-34226,Lao Skyway,0,Vientiane-Wattay Airport (VTE),Unknown
2015-11-16,Learjet 60,XA-UQP,Servicios AÃ©reos Estrella - SAE,0,Ixtapa/Zihuatanejo Internacional Airport (ZIH),Substantial
2015-11-16,Airbus A330-223,D-ALPG,Air Berlin,0,near Varadero,None (No Damage)
2015-11-22,Boeing 737-3Y0,EX-37005,Avia Traffic Company,0,Osh Airport (OSS),Substantial
2015-11-23,Airbus A319-112,N725UW,American Airlines,0,"Philadelphia, Pennsylvania",None (No Damage)
2015-11-26,Boeing 737-322,XA-UNM,Magnicharters,0,Mexico City-Benito JuÃ¡rez International Airport (MEX),Substantial
2015-11-29,Boeing 737-7H4 (WL),N467WN,Southwest Airlines,0,"St Louis, Missouri",None (No Damage)
2015-11-29,Cessna 560XL Citation Excel,SE-RHJ,Jivair,0,near Farnborough Airport (FAB),Substantial
2015-12-01,Hawker 900XP,VT-ICA,private,0,Chennai International Airport (MAA/VOMM),Write-Off
2015-12-01,Learjet 60XR,VT-UNO,MyJet,0,Chennai International Airport (MAA/VOMM),Write-Off
2015-12-01,Hawker Beechcraft 390 Premier IA,VT-RTR,Premier Jet Services,0,Chennai International Airport (MAA/VOMM),Write-Off
2015-12-01,Gulfstream G200,VT-EHT,Premier Jet Services,0,Chennai International Airport (MAA/VOMM),Write-Off
2015-12-02,Airbus A321-211 (WL),D-AIAF,Condor Flugdienst,0,Berlin-SchÃ¶nefeld Airport (SXF/EDDB),Substantial
2015-12-04,British Aerospace BAe-125-800SP,N164WC,WC Leasing Corp.,0,"Palm Springs International Airport, CA (PSP)",Minor Damage
2015-12-04,de Havilland Canada DHC-8-402Q Dash 8,VT-SUC,SpiceJet,0,Jabalpur Airport (JLR),Substantial
2015-12-07,Eclipse 500,ZS-DKS,Dixco Transport (Pty) Ltd,1,"33 km SW of Swellendam, Western Cape",Write-Off
2015-12-10,Airbus A319-115,N3014R,American Airlines,0,"Great Falls, Montana",None (No Damage)
2015-12-10,Hawker Beechcraft 390 Premier I,N50VM,Sky Mast LLC,0,"Chicago-Executive Airport, IL (PWK)",Substantial
2015-12-11,Cessna 550 Citation II,M-AGGY,MEVA,0,Oyonnax-Arbent Airfield (LFLK),Substantial
2015-12-11,Cessna 208B Grand Caravan,C-FKDL,Wasaya Airways,1,"28 km NE of Pickle Lake Airport, ON",Write-Off
2015-12-12,Boeing 777-223ER,N784AN,American Airlines,0,"ca 250 nm W of Buenos Aires, BA",None (No Damage)
2015-12-15,Embraer EMB-145MP (ERJ-145MP),G-CGWV,Eastern Airways,0,Newcastle Airport (NCL),Minor Damage
2015-12-15,Boeing 737-3H4 (WL),N649SW,Southwest Airlines,0,"Nashville International Airport, TN (BNA)",Substantial
2015-12-16,Airbus A319-112,VT-SCQ,Air India,0+1,Mumbai-Chhatrapati Shivaji International Airport (BOM/VABB),Minor Damage
2015-12-21,Embraer ERJ 190-200 LR (ERJ-195LR),PK-KDC,KalStar Aviation,0,Kupang-El Tari Airport (KOE),Substantial
2015-12-22,Beechcraft B200 Super King Air,VT-BSA,Border Security Force - BSF,10,Delhi-Indira Gandhi International Airport (DEL),Write-Off
2015-12-23,Boeing 737-7H4,N475WN,Southwest Airlines,0,"Charlotte-Douglas International Airport, NC (CLT/KCLT)",None (No Damage)
2015-12-23,Boeing 737-86J (WL),TC-CPV,Pegasus Airlines,0+1,Istanbul-Sabiha GÃ¶kÃ§en International Airport (SAW),Substantial
2015-12-23,Raytheon Beechjet 400A,XA-MEX,AerolÃ­neas Ejecutivas,0,"Telluride Airport, CO (TEX)",Write-Off
2015-12-24,Airbus A310-304 (F),9Q-CVH,Serve Air,0+8,Mbuji-Mayi Airport (MJM),Substantial
2015-12-24,Airbus A310-308,EP-MNP,Mahan Air,0,Istanbul-AtatÃ¼rk International Airport (IST),Substantial
2015-12-26,Boeing 737-76N,N7733B,Southwest Airlines,0,"San Diego International Airport, CA (SAN/KSAN)",None (No Damage)
2015-12-26,ATR 72-500 (72-212A),5R-MJE,Air Madagascar,0,Antananarivo-Ivato Airport (TNR),Substantial
2015-12-30,Boeing 777-333ER,C-FRAM,Air Canada,0,"85 NM ENE of Anchorage, Alaska",Unknown
2015-12-30,Beechcraft 200 Super King Air,N999VB,Cobb Aviation Services,0,"Gary Regional Airport, IN (GYY)",Substantial
2016-01-02,Cessna 208B Grand Caravan,N540ME,Wright Air Service,0,"10 km SW of Anaktuvuk Pass Airport, AK (AKP)",Substantial
2016-01-03,Embraer ERJ-170SE,N643RW,"United Express, opb Shuttle America",0,"Raleigh, North Carolina",None (No Damage)
2016-01-03,Canadair CL-600-2C10 Regional Jet CRJ-702,N164GJ,"United Express, opb GoJet Airlines",0,"Chicago-O'Hare International Airport, IL (ORD)",Substantial
2016-01-04,Beechcraft 200 Super King Air,N275X,Skyway Aircraft Inc.,0,"St. Petersburg-Clearwater International Airport, FL (PIE)",Substantial
2016-01-05,Basler BT-67 Turbo 67 (AC-47T),FAC-1658,Fuerza AÃ©rea Colombiana,0,Tres Esquinas Air Base (TQS),Substantial
