acc. date,type,reg.,operator,fat.,location,Unnamed: 6,dmg,Unnamed: 8,Unnamed: 9
2 Dec 2013,Fairchild SA227-AC Metro III,N831BC,IBC Airways,2,"2 km SSW of La Alianza, Arecibo",,w/o,,
3 Dec 2013,Airbus A320-214,HB-IJB,Swiss International Air Lines,0,London-Heathrow Airport (LHR),,sub,,
4 Dec 2013,Britten-Norman BN-2A-3 Islander,PT-WMY,Heringer TÃ¡xi AÃ©reo,5,"0,5 km W of Pikany Indian Airstrip, PA",,w/o,,
4 Dec 2013,Boeing 747-281B (SF),EK74798,"Saudi Arabian Airlines, lsf Veteran Airline",0,Abuja International Airport (ABV),,sub,,
5 Dec 2013,Boeing 767-332ER (WL),N182DN,Delta Air Lines,0,Madrid-Barajas Airport (MAD),,min,,
6 Dec 2013,Embraer ERJ-170LR (ERJ-170-100 LR),5A-SOC,Petro Air,0,Tripoli-Mitiga International Airport (MJI/HLLM),,sub,,
10 Dec 2013,Fokker F-27 Friendship 400M,FAB-90,Transporte AÃ©reo Militar - TAM,0,GuayaramerÃ­n Airport (GYA),,sub,,
11 Dec 2013,Airbus A320-212,D-AICE,Condor Flugdienst,0,Tenerife-Sur Reina Sofia Airport (TFS/GCTS),,non,,
11 Dec 2013,Cessna 208B Grand Caravan,N687MA,Makani Kai Air,1,"ca 800 m N off Kalaupapa Airport, HI (LUP)",,sub,,
13 Dec 2013,Boeing 737-8K2 (WL),PH-BXZ,KLM Royal Dutch Airlines,0,Amsterdam-Schiphol International Airport (AMS),,sub,,
13 Dec 2013,Boeing 757-2B7 (WL),N202UW,US Airways,0,Amsterdam-Schiphol International Airport (AMS),,min,,
17 Dec 2013,Raytheon 390 Premier I,N50PM,"Mallen Industries, Inc.",2,"6 km NW of Atlanta-Fulton County Airport, GA (FTY)",,w/o,,
19 Dec 2013,Boeing 737-58E,ST-NVG,Nova Airways,0,Juba Airport (JUB),,sub,,
22 Dec 2013,Boeing 747-436,G-BNLL,British Airways,0,Johannesburg-O.R. Tambo International Airport (JNB),,sub,,
23 Dec 2013,Learjet 45,N845SC,Southern Cross Aviation,0,"Bangor International Airport, ME (BGR)",,sub,,
24 Dec 2013,Airbus A330-343X,G-VNYC,Virgin Atlantic Airways,0,"Saint Lucia-Hewanorra Int'l Airport (TLPL), Vieux Port Quarter",,sub,,
26 Dec 2013,Antonov An-12,12162,Irkut,9,ca 1 km NW of Irkutsk-2 Airport,,sub,,
31 Dec 2013,Cessna 525A CitationJet CJ2+,N380CR,private,0,"10,5 km NW of Coventry, Warwickshire",,sub,,
unk. date 2013,Raytheon Hawker 800XP,OY-JJA,Sun-Air of Scandinavia,0,Thisted Airport (TED),,w/o,,
3 Jan 2014,Boeing 737-8H4 (WL),N8327A,Southwest Airlines,0.0,"Las Vegas-McCarran International Airport, NV (LAS)",,sub,,
5 Jan 2014,Airbus A320-231,VT-ESH,Air India,0.0,Jaipur International Airport (JAI),,sub,,
5 Jan 2014,Canadair CL-600-2B16 Challenger 601-3R,N115WF,Vineland Corporation,1.0,"Aspen-Pitkin County Airport, CO (ASE)",,w/o,,
5 Jan 2014,Boeing 767-3W0ER,HS-BKE,"Saudi Arabian Airlines, lsf Orient Thai Airlines",0.0,Madinah-Mohammad Bin Abdulaziz Airport (MED),,sub,,
7 Jan 2014,Fokker 50,C5-SSA,South Supreme Airlines,0.0,Aweil Airport (HSAW),,min,,
8 Jan 2014,Saab 340A,C-FPAI,Provincial Airlines,0.0,"Stephenville International Airport, NL (YJT)",,min,,
9 Jan 2014,Boeing 737-7H4 (WL),N966WN,Southwest Airlines,0.0,"Nashville, Tennessee",,non,,
10 Jan 2014,Boeing 757-232,N687DL,Delta Air Lines,0.0,"Atlanta, GA",,non,,
10 Jan 2014,Beechcraft 300 King Air (MARSS),N195AE,United States Army,3.0,Eastern Afghanistan,,w/o,,
12 Jan 2014,Cessna 501 Citation I/SP,N452TS,Theo Steil GmbH,4.0,4 km NE of Trier-FÃ¶hren Airport,,w/o,,
14 Jan 2014,Gulfstream G200,N720QS,NetJets,0.0,"near Savannah, GA",,sub,,
18 Jan 2014,Cessna 208B Grand Caravan,8R-GHS,Trans Guyana Airways,2.0,"4,3 km SSW of Olive Creek",,w/o,,
18 Jan 2014,McDonnell Douglas DC-9-33RC,XA-UQM,Aeronaves TSM,0.0,Saltillo-Plan de Guadalupe International Airport (SLW),,sub,,
20 Jan 2014,Antonov An-28,UP-A2805,East Wing,0.0,17 km NE of Addis Ababa-Bole Airport (ADD),,w/o,,
20 Jan 2014,IRMA/Britten-Norman BN-2A-27 Islander,YR-BNP,Scoala Superioara de Aviatie Civila,2.0,"3,6 km NE of Petreasa, Alba",,sub,,
22 Jan 2014,Antonov An-24RV,RA-46473,Pskovavia,0.0,Moskva-Domodedovo Airport (DME),,w/o,,
22 Jan 2014,Cessna 500 Citation I,OY-JAI,L'Easy,0.0,near Roskilde Airport (RKE),,sub,,
26 Jan 2014,Boeing 737-3B7 (SF),ZK-TLC,"Pacific Air Express (PAE), lsf Airwork, NZ",0.0,Honiara-Henderson International Airport (HIR),,sub,,
28 Jan 2014,Saab 2000,HB-IZG,"Etihad Regional, lsf Darwin Airline",0.0,Paris-Charles de Gaulle Airport (CDG),,sub,,
28 Jan 2014,de Havilland Canada DHC-6 Twin Otter 300,5A-DDC,Petro Air,0.0,Istiklal Oil Field Airstrip,,sub,,
29 Jan 2014,de Havilland Canada DHC-8-202Q Dash 8,OY-GRI,Air Greenland,0.0,Ilulissat Airport (JAV),,sub,,
31 Jan 2014,McDonnell Douglas MD-88,N921DL,Delta Air Lines,0.0,"Atlanta-William B. Hartsfield International Airport, GA (ATL)",,sub,,
1 Feb 2014,Boeing 737-9GPER (WL),PK-LFH,Lion Air,0.0,Surabaya-Juanda Airport (SUB),,sub,,
1 Feb 2014,Cessna 208B,PT-MEO,Azul Conecta Ltda,,"Sorocaba, SP (SDCO)",,,,
2 Feb 2014,Learjet 35A,N979RF,Jedami Air Llc,0.0,"Fort Lauderdale Int'l Airport (KFLL), Fort Lauderdale, FL",,non,,
2 Feb 2014,Airbus A320-231,EY-623,East Air,0.0,Kulob Airport (TJU),,sub,,
3 Feb 2014,Cessna 525 CitationJet,N61YP,"Brink Constructors, Inc.",0.0,"Elk City-Regional Business Airport, OK (ELK)",,sub,,
4 Feb 2014,Xian MA60,B-3455,Joy Air,0.0,Zhengzhou-Xinzheng International Airport (CGO),,sub,,
5 Feb 2014,Embraer EMB-145EP,N802HK,Trans States Airlines,0.0,"Memphis, Tennessee",,sub,,
6 Feb 2014,Viking Air DHC-6 Twin Otter 400,RA-67282,Chukotavia,0.0,Anadyr Airport (DYR),,sub,,
7 Feb 2014,Bombardier DHC-8-402Q Dash 8,G-ECOH,Flybe,0.0,"Overhead the Isle of Man,",,non,,
7 Feb 2014,Boeing 737-86J (WL),TC-CCP,Pegasus Airlines,0.0,Istanbul-Sabiha GÃ¶kÃ§en International Airport (SAW),,non,,
10 Feb 2014,Cessna 208B Supervan 900,ZS-EPZ,Federal Air,0.0,Mala Mala Airport (AAM),,sub,,
11 Feb 2014,Lockheed C-130H-30 Hercules,7T-WHM,Al Quwwat al-Jawwiya al-Jaza'eriya,76.0,near AÃ¯n Kercha,,w/o,,
12 Feb 2014,de Havilland Canada DHC-8-201Q Dash 8,JA801B,Oriental Air Bridge,0.0,Nagasaki Airport (NGS/RJFU),,sub,,
12 Feb 2014,ATR 42-300,EI-BYO,Aer Arann,0.0,Shannon Airport (SNN),,sub,,
12 Feb 2014,British Aerospace BAe-125-700B,RA-02801,Sirius-Aero,0.0,Moskva-Vnukovo Airport (VKO),,sub,,
14 Feb 2014,Hawker Siddeley HS-125-F400A,VP-BKK,Jetsteff Aviation Ltd.,0.0,Bournemouth International Airport (BOH),,w/o,,
15 Feb 2014,Lockheed P-3C-II.5 Orion,5049,Japan Maritime Self Defence Force - JMSDF,0.0,Atsugi NAS (NJA),,w/o,,
15 Feb 2014,Lockheed P-3C-III Orion,5026,Japan Maritime Self Defence Force - JMSDF,0.0,Atsugi NAS (NJA),,w/o,,
15 Feb 2014,Lockheed OP-3C Orion,9133,Japan Maritime Self Defence Force - JMSDF,0.0,Atsugi NAS (NJA),,w/o,,
15 Feb 2014,Lockheed P-3C AIP Orion,160283,United States Navy,0.0,Atsugi NAS (NJA),,w/o,,
15 Feb 2014,Cessna 501 Citation I/SP,C-GKPC,Kelly Panteluk Construction Ltd.,0.0,Stella Maris-Estate Airstrip (SML),,w/o,,
15 Feb 2014,Lockheed P-3C AIP Orion,161338,United States Navy,0.0,Atsugi NAS (NJA),,w/o,,
15 Feb 2014,Lockheed P-3C AIP Orion,159503,United States Navy,0.0,Atsugi NAS (NJA),,w/o,,
15 Feb 2014,Lockheed P-3C AIP Orion,159329,United States Navy,0.0,Atsugi NAS (NJA),,w/o,,
16 Feb 2014,de Havilland Canada DHC-6 Twin Otter 300,9N-ABB,Nepal Airlines,18.0,7 km NW of Sandhikhark,,w/o,,
17 Feb 2014,Airbus A321-231,VQ-BOC,Ural Airlines,0.0,Dubai Airport (DXB/OMDB),,min,,
17 Feb 2014,Boeing 737-724,N23708,United Airlines,0.0,"Kaycee, Wyoming",,non,,
17 Feb 2014,Boeing 737-8K2 (WL),G-GDFC,Jet2,0.0,"Funchal Airport, Madeira (FNC)",,sub,,
17 Feb 2014,British Aerospace BAe-748-371 Srs. 2B LFD,5Y-HAJ,"IOM, lsf Global Airlift",1.0,Rubkona Airport,,w/o,,
17 Feb 2014,Boeing 767-3BGER,ET-AMF,Ethiopian Airlines,0.0,GenÃ¨ve-Cointrin Airport (GVA),,non,,
19 Feb 2014,Beechcraft B100 King Air,N811BL,TDC Aviation LLC,1.0,"ca 2 km W of Pearland Regional Airport, TX",,w/o,,
20 Feb 2014,ATR 72-600 (72-212A),VH-FVR,Virgin Australia Regional,0.0,"47 km WSW of Sydney, NSW",,sub,,
21 Feb 2014,Antonov An-26,5A-DOW,Libyan Air Cargo,11.0,near Grombalia,,w/o,,
22 Feb 2014,Boeing 737-86N (WL),OK-TVT,Travel Service Airlines,0.0,"Terceira-Lajes Airport, Azores (TER)",,sub,,
25 Feb 2014,Embraer EMB-120RT Brasilia,D2-FFZ,Guicango,0.0,near Lukapa Airport (LBZ),,sub,,
27 Feb 2014,Boeing 737-36Q (WL),C-GICN,Canadian North,0.0,"Winnipeg-James Armstrong Richardson International Airport, MB (YWG)",,sub,,
2 Mar 2014,Antonov An-26,1177,Yemen Air Force,0.0,near Hadhramaut,,sub,,
3 Mar 2014,Dassault Falcon 20E,EP-FIC,"Iran Civil Aviation Organization, opb Iran Aseman Airlines",4.0,4 km E off Kish Island Airport (KIH),,w/o,,
5 Mar 2014,Boeing 737-932ER,N809DN,Delta Air Lines,0.0,"San Diego International Airport, CA (SAN/KSAN)",,non,,
6 Mar 2014,Bombardier BD-700-1A10 Global 6000,EC-LTF,TAG Aviation EspaÃ±a,0.0,Glasgow-Prestwick Airport (PIK),,min,,
8 Mar 2014,Boeing 777-2H6ER,9M-MRO,Malaysia Airlines,239.0,within Indian Ocean,,w/o,,
9 Mar 2014,Boeing 737-8AS (WL),EI-EKB,Ryanair,0.0,en route Krakow-Glasgow,,non,,
9 Mar 2014,ATR 42-300,C-FJYV,Calm Air International,0.0,"Churchill Airport, MB (YYQ)",,sub,,
10 Mar 2014,Learjet 35A,LV-ZSZ,Top Air,0.0,"San Fernando, BA",,sub,,
12 Mar 2014,Cessna 208B Grand Caravan,PK-VIP,Survai Udara Penas,0.0,Pogapa Airstrip,,sub,,
13 Mar 2014,Airbus A320-214,N113UW,US Airways,0.0,"Philadelphia International Airport, PA (PHL)",,sub,,
16 Mar 2014,Cessna 500 Citation I,N125DS,JJ Aeronautics,0.0,"Zephyrhills Airport, FL (ZPH)",,sub,,
17 Mar 2014,Airbus A330-323,N803NW,Delta Air Lines,0.0,over Pacific Ocean,,non,,
18 Mar 2014,Airbus A330-243,DQ-FJV,Fiji Airways,0.0,"Sydney-Kingsford Smith International Airport, NSW (SYD)",,sub,,
26 Mar 2014,ATR 72-600 (72-212A),9M-LMH,Malindo Air,0.0,N of Kuala Lumpur-Sultan Abdul Aziz Shah Airport (SZB),,unk,,
27 Mar 2014,Beechcraft B200 King Air,VT-HRA,State of Haryana Government,0.0,Chandigarh Airport (IXC),,sub,,
28 Mar 2014,Fokker 100,PR-OAF,Avianca Brasil,0.0,"BrasÃ­lia-Juscelino Kubitschek International Airport, DF (BSB)",,sub,,
28 Mar 2014,Lockheed C-130J-30 Super Hercules,KC-3803,Indian Air Force - IAF,5.0,"Karauli district, Rajasthan state",,w/o,,
31 Mar 2014,Embraer ERJ-190AR,N267JB,JetBlue Airways,0.0,Kingston,,non,,
1 Apr 2014,Airbus A321-231,D-AISQ,Lufthansa,0.0,MÃ¼nchen-Franz Josef Strauss Airport (MUC/EDDM),,non,,
8 Apr 2014,Cessna 208B Grand Caravan,N126AR,Hageland Aviation Services,2.0,"ca 60 km SE of Bethel, AK",,w/o,,
10 Apr 2014,Learjet 25D,PT-OHD,private,0.0,within Venezuela,,w/o,,
14 Apr 2014,Airbus A319-112,XY-AGR,Myanmar Airways International,0.0,Yangon-Mingaladon Airport (RGN),,sub,,
14 Apr 2014,Airbus A320-232,XY-AGT,Golden Myanmar Airlines,0.0,Yangon-Mingaladon Airport (RGN),,sub,,
19 Apr 2014,Embraer ERJ 190-100 LR (ERJ-190LR),F-HBLF,"HOP!, opb RÃ©gional Compagnie AÃ©rienne EuropÃ©enne",0.0,Paris-Charles de Gaulle Airport (CDG),,unk,,
19 Apr 2014,British Aerospace BAe-125-700A,XA-UKR,"LÃ­neas AÃ©reas Comerciales, SA - LACSA",8.0,"1,52 km N of Saltillo-Plan de Guadalupe International Airport (SLW)",,w/o,,
20 Apr 2014,Fokker 50,5Y-VVJ,Blue Bird Aviation,0.0,Guri'el Airstrip,,w/o,,
23 Apr 2014,PADC/Pilatus Britten-Norman BN-2T Islander,P2-SBC,Sunbird Aviation PNG,0.0,Kikori Airport (KRI),,sub,,
25 Apr 2014,Antonov An-2,UR-ABAB,private,0.0,Kramatorsk Airport (KRQ),,w/o,,
29 Apr 2014,de Havilland Canada DHC-8-402Q Dash 8,5N-BPT,Aerocontractors Company of Nigeria,0.0,Lagos-Murtala Muhammed International Airport (LOS),,sub,,
29 Apr 2014,Boeing 737-476 (SF),EI-STD,Air Contractors,0.0,East Midlands Airport (EMA),,sub,,
8 May 2014,Douglas DC-3C,HK-4700,ALIANSA Colombia,5.0,45 km N of San Vicente del CaguÃ¡n,,w/o,,
8 May 2014,Boeing 737-4Y0,YA-PIB,Ariana Afghan Airlines,0.0,Kabul Airport (KBL),,sub,,
9 May 2014,Boeing 737-401,YV2946,Avior Airlines,0.0,Panama City-Tocumen International Airport (PTY/MPTO),,sub,,
9 May 2014,Cessna 525C Citation CJ4,N718MV,Capital City Jet Center,0.0,"Columbus-Rickenbacker International Airport, OH (LCK)",,sub,,
9 May 2014,Antonov An-2T,RF-00446,"Lipetsk Aero Club, lsf DOSAAF",0.0,"Terbuny, Lipetsk region",,w/o,,
10 May 2014,Boeing 737-7Q8,LV-CPH,Aerolineas Argentinas,0.0,"Aeroparque Jorge Newbery (SABE), BA",,min,,
10 May 2014,Fokker 100,5N-SIK,IRS Airlines,0.0,Ganla,,sub,,
10 May 2014,Fokker 100,EP-ASZ,Iran Aseman Airlines,0.0,Zahedan Airport (ZAH),,sub,,
12 May 2014,McDonnell Douglas MD-90-30,N933DN,Delta Air Lines,0.0,"Boston-Logan International Airport, MA (BOS/KBOS)",,sub,,
12 May 2014,Harbin Y-12-II,KAF124,Kenya Air Force - KAF,1.0,El Wak Airfield (HKEW),,w/o,,
14 May 2014,Cessna 208B Grand Caravan,N1275N,Hageland Aviation Services,0.0,"Aniak Airport, AK (ANI/PANI)",,sub,,
17 May 2014,Antonov An-74TK-300,RDPL-34020,Laos Government,16.0,2 km from Xieng Khouang Airport (XKH),,w/o,,
19 May 2014,Beechcraft 200 Super King Air,,private,0.0,southern Apure State,,w/o,,
22 May 2014,Cessna 525 CitationJet CJ1,N203BG,Barber Aviation,0.0,"Mount Airy/Surry County Airport, NC",,sub,,
24 May 2014,Airbus A321-231,D-AISC,Lufthansa,0.0,near Wien,,non,,
26 May 2014,Yakovlev Yak-40,UR-MMK,Constanta,0.0,Donetsk Airport (DOK),,w/o,,
27 May 2014,Antonov An-74T-200,15-2254,Iranian Revolutionary Guard Corps Air Force - IRGCAF,0.0,Yazd Airport (AZD),,w/o,,
27 May 2014,Beechcraft B200 Super King Air,LV-CNT,Kowzef S.A.,5.0,10 km SW off Carmelo/ZagarzazÃº International Airport,,w/o,,
28 May 2014,Beechcraft 300 Super King Air,,private,0.0,"SE of Bruzual, Apure",,w/o,,
28 May 2014,Embraer EMB-140 (ERJ-135KL),N299SK,"AmericanConnection, opb Chautauqua Airlines",0.0,"Traverse City Airport, MI (TVC)",,sub,,
30 May 2014,ATR 42-500,PR-TKB,TOTAL Linhas AÃ©reas,0.0,"Coari-Urucu Airport, AM (SWUY)",,sub,,
30 May 2014,Hawker Siddeley HS-748-209 Srs.2A,C-FFFS,Wasaya Airways,0.0,"Pickle Lake Airport, ON (YPL)",,sub,,
30 May 2014,de Havilland Canada DHC-3T Texas Turbine Otter,N3125N,Alaska Air Taxi,0.0,"near Homer, AK",,min,,
31 May 2014,Gulfstream G-IV,N121JM,"Arizin Ventures, LLC, owb SK Travel, LLC",7.0,"Bedford-Hanscom Field, MA (BED)",,w/o,,
2 Jun 2014,Swearingen SA226-AT Merlin IV,N120SC,McNeely Charter Service,0.0,"Dayton-Mark Anton Airport, TN (2A0)",,sub,,
2 Jun 2014,Beechcraft B200 King Air,PNC-0225,Servicio AÃ©reo de Policia,0.0,near BahÃ­a Solano-JosÃ© Celestino Mutis Airport (BSC),,w/o,,
3 Jun 2014,Ilyushin Il-96-300,RA-96010,Aeroflot Russian International Airlines,0.0,Moskva-Sheremetyevo Airport (SVO),,w/o,,
6 Jun 2014,British Aerospace BAe-125-700A,N770PJ ?,Unknown,,Apure,,w/o,,
6 Jun 2014,Antonov An-30B,80 yellow,Ukraine Air Force,5.0,near Drobyshevo,,w/o,,
7 Jun 2014,Antonov An-2,RF-02883,private,1.0,"near Rybinsk, Yaroslavl region",,w/o,,
8 Jun 2014,Airbus A310-308,AP-BEC,Pakistan International Airlines - PIA,0.0,Karachi-Jinnah International Airport (KHI/OPKC),,min,,
8 Jun 2014,Boeing 747-367,AP-BFV,Pakistan International Airlines - PIA,0.0,Karachi-Jinnah International Airport (KHI),,sub,,
8 Jun 2014,Boeing 737-33A,AP-BLF,Air Indus,0.0,Karachi-Jinnah International Airport (KHI),,w/o,,
8 Jun 2014,Antonov An-2T,SP-FDZ,Aeroklub Warminsko-Mazurski,0.0,near Olsztyn/Dajtki Airport,,sub,,
11 Jun 2014,ATR 72-600 (72-212A),PK-WGK,Wings Air,0.0,Surabaya-Juanda Airport (SUB),,sub,,
13 Jun 2014,Airbus A310-304,EP-MNX,Mahan Air,0.0,Tehran-Imam Khomeini International Airport (IKA),,sub,,
13 Jun 2014,Cessna 525 CitationJet CJ1,PP-PIM,Planalto IndÃºstria MecÃ¢nica Ltda.,0.0,"AruanÃ£ Airport, GO",,sub,,
14 Jun 2014,Ilyushin Il-76MD,76777,Ukraine Air Force,49.0,"ca 5,5 km E of Lugansk Airport (VSG)",,w/o,,
15 Jun 2014,Lockheed SP-2H Neptune,N4692A,"Minden Air Corporation, opf U.S. Forest Service",0.0,"Fresno Yosemite International Airport, CA (FAT)",,sub,,
17 Jun 2014,Boeing 737-7H4 (WL),N968WN,Southwest Airlines,0.0,"Dallas, Texas",,non,,
17 Jun 2014,Boeing 767-424ER,N77066,United Airlines,0.0,"Newark, New Jersey",,non,,
17 Jun 2014,Cessna 208 Caravan I,3006,South African Air Force - SAAF,3.0,"near Lydenburg, Mpumalanga",,w/o,,
18 Jun 2014,IAI 1124A Westwind II,N793BG,Synfuels Holdings Finance LLC,3.0,"Huntsville International Airport, AL (HSV)",,w/o,,
19 Jun 2014,Cessna 208B Grand Caravan,N208SM,Grant Aviation,0.0,"near Egegik, AK",,sub,,
20 Jun 2014,Boeing 767-36NER,N768NA,Omni Air International,0.0,Kabul Airport (KBL),,sub,,
22 Jun 2014,Shijiazhuang Y-5B,B-8705,Ordos City General Aviation,0.0,"Hanggin Banner, Ordos, Inner Mongolia Autonomous Region",,w/o,,
23 Jun 2014,Boeing 737-8AS (WL),EI-ENB,Ryanair,0.0,near Toulouse,,non,,
23 Jun 2014,Learjet 35A,D-CGFI,GFD Gesellschaft fÃ¼r Flugzieldarstellung,2.0,near Olsberg-Elpe,,w/o,,
24 Jun 2014,Airbus A310-324ET,AP-BGN,Pakistan International Airlines - PIA,1.0,near Peshawar-Bacha Khan International Airport (PEW),,unk,,
26 Jun 2014,Airbus A330-343,HS-TEO,Thai Airways International,0.0,Samut Prakan Province Thailand,,non,,
27 Jun 2014,Beechcraft A200 Super King Air,9Q-CAJ,"Air Tropiques, opf United Nations - UN",0.0,Bukavu-Kavumu Airport (BKY),,sub,,
28 Jun 2014,Boeing 737-8AS (WL),EI-ENL,Ryanair,0.0,London-Stansted Airport (STN),,min,,
28 Jun 2014,Boeing 737-8AS (WL),EI-DLJ,Ryanair,0.0,London-Stansted Airport (STN),,sub,,
29 Jun 2014,Airbus A330-223F,9M-MUC,"Malaysia Airlines, opf THY Turkish Airlines",0.0,Astana International Airport (TSE),,sub,,
30 Jun 2014,Boeing 737-700,D-A...,,0.0,Kos Airport (KGS/LGKO),,non,,
2 Jul 2014,Fokker 50,5Y-CET,Skyward International Aviation,4.0,ca 2 km NE of Nairobi-Jomo Kenyatta International Airport (NBO),,w/o,,
4 Jul 2014,Airbus A320-232,LZ-MDB,Air VIA,0.0,Leipzig Airport (LEJ/EDDP),,sub,,
5 Jul 2014,Cessna 208 Caravan I,PT-WRU,Rico TÃ¡xi AÃ©reo Ltda.,0.0,"Boa Vista do Ramos, AM",,sub,,
6 Jul 2014,Britten-Norman BN-2A-26 Islander,8R-GGY,Domestic Airways,0.0,Monkey Mountain Airport (MYM),,sub,,
6 Jul 2014,Britten-Norman BN-2A Islander,9Q-CYA,International Trans Air Business - ITAB,0.0,near Chirundu,,w/o,,
7 Jul 2014,British Aerospace BAe-125-800B,RA-02806,Sirius-Aero,0.0,Moskva-Vnukovo Airport (VKO),,sub,,
10 Jul 2014,ATR 72-500 (72-212A),5H-PWA,Precision Air,0.0,Kilimanjaro Airport (JRO),,sub,,
14 Jul 2014,de Havilland Canada DHC-8-315Q Dash 8,9H-AEY,Medavia,0.0,Tripoli International Airport (TIP),,min,,
14 Jul 2014,Antonov An-26,19 blue,Ukraine Air Force,2.0,near Izvaryne,,w/o,,
15 Jul 2014,Airbus A330-202,5A-LAS,Libyan Airlines,0.0,Tripoli International Airport (TIP),,sub,,
16 Jul 2014,Canadair CL-600-2B19 Regional Jet CRJ-200ER,N845AS,"Delta Connection, opb ExpressJet Airlines",0.0,"Atlanta-William B. Hartsfield International Airport, GA (ATL",,sub,,
16 Jul 2014,Ilyushin Il-76T,5A-DNG,Libyan Air Cargo,0.0,Tripoli International Airport (TIP),,w/o,,
17 Jul 2014,Antonov An-2T,UR-BNK,Association for the Support of the Defence - TSOU,0.0,Tarasovka Airfield,,w/o,,
17 Jul 2014,Boeing 777-2H6ER,9M-MRD,Malaysia Airlines,298.0,Hrabove,,w/o,,
20 Jul 2014,Airbus A319-111,HB-JZQ,easyJet Switzerland,0.0,5 NM N of LAMUR,,non,,
20 Jul 2014,ATR 72-212,S2-AFN,United Airways,0.0,Cox's Bazar Airport (CXB),,sub,,
20 Jul 2014,Airbus A330-202,5A-ONF,Afriqiyah Airways,0.0,Tripoli International Airport (TIP),,w/o,,
20 Jul 2014,Bombardier CRJ-900ER,5A-LAL,Libyan Airlines,0.0,Tripoli International Airport (TIP),,w/o,,
22 Jul 2014,Embraer EMB-110P1 Bandeirante,CX-MAS,AeromÃ¡s,0.0,Montevideo-Carrasco Airport (MVD),,min,,
22 Jul 2014,Lockheed C-130J Super Hercules,MM62190,Aeronautica Militare Italiana - AMI,0.0,Herat Airport (HEA),,sub,,
23 Jul 2014,ATR 72-500 (72-212A),B-22810,TransAsia Airways,48.0,"0,8 km NE of Magong Airport (MZG)",,w/o,,
24 Jul 2014,McDonnell Douglas DC-9-83 (MD-83),EC-LTV,"Air AlgÃ©rie, lsf Swiftair",116.0,80 km NW of Gossi,,w/o,,
25 Jul 2014,de Havilland Canada DHC-6 Twin Otter 300,N190GC,Grand Canyon Airlines,0.0,"Boulder City Municipal Airport, NV (BLD)",,min,,
27 Jul 2014,Ilyushin Il-76T,5A-DNJ,Unknown,0.0,Tripoli International Airport (TIP),,w/o,,
27 Jul 2014,Airbus A320-214,5A-LAI,Libyan Airlines,0.0,Tripoli International Airport (TIP),,w/o,,
27 Jul 2014,Ilyushin Il-76M,5A-DZZ,Libyan Air Cargo,0.0,Tripoli International Airport (TIP),,w/o,,
28 Jul 2014,Embraer EMB-110P1 Bandeirante,PT-TAW,TÃ¡xi AÃ©reo Ribeiro,0.0,"8 km from Foz do IguaÃ§u/Cataratas Airport, PR (IGU)",,sub,,
29 Jul 2014,Boeing 757-222,N553UA,United Airlines,0.0,"San Diego International Airport, CA (SAN)",,sub,,
29 Jul 2014,Boeing 737-8AS (WL),EI-EFB,Ryanair,0.0,London-Stansted Airport (STN),,sub,,
6 Aug 2014,Antonov An-2R,RA-17890,Yug Line,0.0,"2 km E of Prototskiye, Krasnoarmeysky district, Krasnodar Krai",,w/o,,
9 Aug 2014,Bombardier CRJ-900ER,N943LR,"US Airways Express, opb Mesa Airlines",0.0,"San Antonio International Airport, TX (SAT)",,sub,,
10 Aug 2014,de Havilland Canada DHC-8-102,N815EX,"US Airways Express, opb Piedmont",0.0,"near Harrisburg International Airport, PA (MDT)",,sub,,
10 Aug 2014,HESA IrAn-140-100,EP-GPA,Sepahan Airlines,40.0,ca 3 km NNW of Tehran-Mehrabad Airport (THR),,w/o,,
13 Aug 2014,Cessna 560XLS+ Citation XLS+,PR-AFA,AF Andrade Empreendimentos e ParticipaÃ§Ãµes,7.0,"Santos, SP",,w/o,,
14 Aug 2014,Boeing 737-7H4,N758SW,Southwest Airlines,0.0,"Salt Lake City International Airport, UT (SLC/KSLC)",,sub,,
15 Aug 2014,British Aerospace 3102 Jetstream 31,G-GAVA,Links Air,0.0,Doncaster/Sheffield-Robin Hood Airport (DSA),,sub,,
18 Aug 2014,Boeing 767-322,N666UA,United Airlines,0.0,"near Reykjavik, Atlantic Ocean",,non,,
18 Aug 2014,Cessna 560 Citation V,C-FTJF,Kal Aviation Group Inc.,0.0,"Princeton Airport, BC (CYDC)",,sub,,
20 Aug 2014,Cessna 208B Grand Caravan,N4698B,Martinaire,0.0,"Raleigh/Durham International Airport, NC (RDU)",,sub,,
21 Aug 2014,Cessna 208B Grand Caravan EX,5Y-DAA,"DAC Aviation, lst ECHO Flight",0.0,Shamwana Airstrip,,sub,,
22 Aug 2014,Embraer ERJ-175LR,N421YX,"American Eagle, opb Republic Airlines",0.0,"Hemphill, Texas",,non,,
23 Aug 2014,de Havilland Canada DHC-6 Twin Otter 100,N202EH,Skydive Factory,0.0,"Pepperell, Massachusetts",,sub,,
23 Aug 2014,Let L-410UVP,9Q-CXB,Doren Air Congo,4.0,Mulume Munene,,w/o,,
26 Aug 2014,Cessna 208B Grand Caravan,EJC-1137,EjÃ©rcito Nacional de Colombia,0.0,"near Mercaderes, Cauca",,sub,,
29 Aug 2014,Beechcraft 200 Super King Air,N70AJ,private,0.0,"Ibans, Mosquitia",,sub,,
